Generals_Performance
General,number_of_battles,WAR,aWAR
Fath-Ali Khan Afshar,1,0.9523844269484540,0.9523844269484540
Fath-Ali Shah Qajar,1,-1.0349828168483700,-1.0349828168483700
Fawzi Mahfuz,1,-0.016726214461660300,-0.016726214461660300
Fawzi al-Qawuqji,1,-1.029824094546890,-1.029824094546890
Fazlullah (militant leader),1,-1.0476422580790000,-1.0476422580790000
Fazul Abdullah Mohammed,1,-1.0515983334635700,-1.0515983334635700
Federico Carlos Gravina y Nápoli,2,-2.092224030577670,-1.0461120152888300
Federico Spinola,1,-1.0472828131487600,-1.0472828131487600
Federico da Montefeltro,1,-0.0443191547559592,-0.0443191547559592
Fedlim Ó Conchobair,1,-1.0484337896419400,-1.0484337896419400
Fedor von Bock,9,3.1368230399484600,0.3485358933276070
Fei Yi,2,0.9347819732507710,0.4673909866253860
Felipe Augusto de Saint-Marcq,1,0.953623686044064,0.953623686044064
Felipe Navarro y Ceballos-Escalera,1,-1.0421037525406000,-1.0421037525406000
Felipe Santiago Xicoténcatl,1,-1.0481549654488400,-1.0481549654488400
Felix Graf von Bothmer,1,-0.6057037043941890,-0.6057037043941890
Felix Zollicoffer,1,-1.0465662055744000,-1.0465662055744000
Felmingham,1,-1.0484331566698800,-1.0484331566698800
Feng Yuxiang,1,-1.2443182731868200,-1.2443182731868200
Feng Zhanhai,1,-1.0990712380784200,-1.0990712380784200
Feng Zicai,1,0.9528324709671500,0.9528324709671500
Fenwick Williams,1,-1.053813735678930,-1.053813735678930
Ferdinand Foch,13,4.638866926279920,0.35683591740614700
Ferdinand II of Aragon,1,-0.01894538378134760,-0.01894538378134760
"Ferdinand II, Holy Roman Emperor",1,-1.0388144326228300,-1.0388144326228300
Ferdinand Schörner,1,-0.805767809066341,-0.805767809066341
Ferdinand de Marsin,2,-2.0694482350509200,-1.0347241175254600
Ferdinand of Majorca,1,-1.0536654723932500,-1.0536654723932500
Ferdinand von Sammern-Frankenegg,1,0.9509050710397870,0.9509050710397870
Ferdinand von Wintzingerode,1,-1.019949730387000,-1.019949730387000
Ferdinand Čatloš,1,0.3185944653127620,0.3185944653127620
"Ferdinand, Count of Flanders",1,-1.0318533105037000,-1.0318533105037000
Ferdinando Casardi,1,-1.0481458081541200,-1.0481458081541200
"Ferdinando Fairfax, 2nd Lord Fairfax of Cameron",1,0.8719023841714360,0.8719023841714360
Ferenc Gyulay,1,-1.0007029492491900,-1.0007029492491900
Fermín Jáudenes,1,-1.0443191547559600,-1.0443191547559600
Fernand de Langle de Cary,2,-0.5719124784910850,-0.2859562392455430
Fernando Barron,1,0.897737680660564,0.897737680660564
Fernando María de Alós,1,-1.0455850988790200,-1.0455850988790200
Fernando Sánchez de Tovar,1,-1.0271889901758100,-1.0271889901758100
Fernando d'Avalos,3,2.9187456716344400,0.9729152238781470
Fernando de Leyba,1,0.9514652513142420,0.9514652513142420
"Fernando Álvarez de Toledo, 3rd Duke of Alba",4,3.781009656401720,0.9452524141004300
Ferrante Gonzaga,2,-0.18144754558151700,-0.09072377279075870
Festus Akagha,2,-2.094651227610440,-1.0473256138052200
Fethi Pasha,1,-1.0314458661118500,-1.0314458661118500
Fevzi Çakmak,5,1.7443022670982000,0.3488604534196400
Fidel Castro,2,-0.1702600568463830,-0.0851300284231914
Fidel Dávila Arrondo,1,0.897737680660564,0.897737680660564
Fidel Sánchez Hernández,1,-0.05824454010964840,-0.05824454010964840
Field Army Bernolák,1,0.3185944653127620,0.3185944653127620
Fikret Abdić,1,-1.0373564620791100,-1.0373564620791100
Filipp Golikov,1,-1.157937639800830,-1.157937639800830
Filipp Oktyabrsky,1,-1.0110881215255600,-1.0110881215255600
Filippo Maria Visconti,2,1.858216173301340,0.929108086650672
Fillippo Sanudo,1,-1.0418171781147600,-1.0418171781147600
Fine-Day,1,0.9515190539394720,0.9515190539394720
First Army (France),1,0.9515662103580560,0.9515662103580560
First United States Army,2,1.8714841341255800,0.9357420670627890
Fit'awrari Gebeyehu,1,0.834180185820848,0.834180185820848
Fitz John Porter,5,0.7281731457706360,0.14563462915412700
"FitzRoy Somerset, 1st Baron Raglan",4,2.7170396916425600,0.6792599229106390
Fitzhugh Lee,6,-0.28225763419243300,-0.047042939032072100
Five Medals,1,-1.0485917161713000,-1.0485917161713000
Flaccus,1,-1.0427367246021300,-1.0427367246021300
Flavius Aetius,1,-1.0484331566698800,-1.0484331566698800
Flavus (son of Segimerus),1,0.9389070856134610,0.9389070856134610
Flight lieutenant,1,-1.0484331566698800,-1.0484331566698800
"Ford Grey, 1st Earl of Tankerville",1,-1.0471675290328500,-1.0471675290328500
Fourth Army (Ottoman Empire),1,-1.0225159868040700,-1.0225159868040700
Fourth Army (United Kingdom),1,0.9515662103580560,0.9515662103580560
Francesco Bussone da Carmagnola,2,-0.13138080224721500,-0.06569040112360770
Francesco Ferruccio,1,-1.0262395320835100,-1.0262395320835100
Francesco I Sforza,3,2.7679742146231900,0.9226580715410650
"Francesco II Gonzaga, Marquess of Mantua",1,-1.0421037525406000,-1.0421037525406000
Francesco Largo,1,-0.04843315666988210,-0.04843315666988210
Francesco Mimbelli,1,0.8870666737740450,0.8870666737740450
Francesco Novello da Carrara,1,0.9603451655719380,0.9603451655719380
Francesco Piccinino,1,-1.0072104513187600,-1.0072104513187600
Francis Crake,1,-1.048427776407360,-1.048427776407360
Francis Dickens,1,-1.048426510463240,-1.048426510463240
Francis Drake,1,0.9332997992304790,0.9332997992304790
Francis Godfroy,1,-1.0485284189651400,-1.0485284189651400
"Francis Grenfell, 1st Baron Grenfell",1,0.9504588257364070,0.9504588257364070
"Francis Hay, 9th Earl of Erroll",1,0.9509335547825560,0.9509335547825560
Francis I of France,2,-0.19838665744104800,-0.09919332872052380
"Francis II, Holy Roman Emperor",2,-2.003440270029800,-1.001720135014900
Francis J. Herron,1,0.9486497915845510,0.9486497915845510
Francis L. Dade,1,-1.048431837355700,-1.048431837355700
"Francis Lovell, 1st Viscount Lovell",2,-2.103038423911760,-1.051519211955880
Francis M. Drake,1,-1.0478637983005300,-1.0478637983005300
"Francis Needham, 1st Earl of Kilmorey",2,1.9085766134173400,0.9542883067086720
Francis Preston Blair Jr.,1,0.9499840966902590,0.9499840966902590
"Francis Rawdon-Hastings, 1st Marquess of Hastings",2,1.9028990675056300,0.9514495337528140
Francis Smith (British Army officer),1,-1.0479587441097600,-1.0479587441097600
Francis Vere,3,2.87386109819806,0.9579536993993530
Francis W. Rockwell (admiral),1,0.9059925384138320,0.9059925384138320
"Francis, Count of Enghien",2,1.9134383140908300,0.9567191570454170
"Francis, Duke of Guise",2,1.863997130240110,0.9319985651200540
Francisco Barreto de Meneses,2,1.9045888894297000,0.9522944447148480
Francisco Bolognesi,1,-1.0479182338978300,-1.0479182338978300
"Francisco Castillo Fajardo, Marquis of Villadarias",1,-1.0553961658327600,-1.0553961658327600
Francisco Copons,1,0.9513467638614310,0.9513467638614310
Francisco Franco,1,0.897737680660564,0.897737680660564
Francisco Galán Rodríguez,1,-1.0500159033097400,-1.0500159033097400
"Francisco Javier Castaños, 1st Duke of Bailén",1,-1.037989434140650,-1.037989434140650
"Francisco Manuel Barroso, Baron of Amazonas",1,0.9541555118601890,0.9541555118601890
Francisco Mejia (general),1,-1.046122175673230,-1.046122175673230
Francisco Pizarro,4,3.786737895271840,0.946684473817961
Francisco Pérez (general),1,-1.0471675290328500,-1.0471675290328500
Francisco Solano López,1,-1.0493829312482100,-1.0493829312482100
Francisco Verdugo,1,0.957421518413252,0.957421518413252
Francisco Xavier do Amaral,1,-1.0476422580790000,-1.0476422580790000
Francisco de Almeida,1,0.9489775418279850,0.9489775418279850
Francisco de Castañeda,2,-2.098261480793140,-1.0491307403965700
Francisco de Melo,2,0.033645683982995100,0.016822841991497500
Francisco de Miranda,1,0.943039187389979,0.943039187389979
"Francisco de Moncada, 3rd Marquis of Aitona",1,-1.0620975607409000,-1.0620975607409000
Francisco de Valdez,2,-2.090853711727280,-1.045426855863640
Franciszek Kleeberg,1,0.9458697782903050,0.9458697782903050
Franciszek Latinik,2,1.8722585788893900,0.9361292894446930
Franciszek Młokosiewicz,1,0.9517111609601470,0.9517111609601470
Franco Kerskorff,1,-1.051914819494340,-1.051914819494340
Francois Gerhardus Joubert,1,0.9516456483517790,0.9516456483517790
Frank Hassett,1,0.9514652513142420,0.9514652513142420
Frank Jack Fletcher,4,1.8693186816086900,0.46732967040217300
Frank North,1,0.9515539741429660,0.9515539741429660
Frank R. Walker,1,-1.0492964681612800,-1.0492964681612800
Frank W. Johnson,2,-0.09666344579404330,-0.048331722897021600
Frank Wheaton,1,-1.0473966746294800,-1.0473966746294800
Franklin Buchanan,2,-2.094953892256730,-1.047476946128370
Franklin C. Sibert,2,1.70279739621351,0.851398698106755
Franklin Gardner,1,-1.0460598279251700,-1.0460598279251700
Franklin L. Hagenbeck,1,0.9420719459211170,0.9420719459211170
Franz Conrad von Hötzendorf,6,-5.625434585874070,-0.9375724309790120
Franz Halder,1,-1.621585070284310,-1.621585070284310
Franz Joseph I of Austria,1,-0.929860667921436,-0.929860667921436
Franz Moritz von Lacy,1,0.9768854093053400,0.9768854093053400
Franz Schlik,1,-1.0428291833347000,-1.0428291833347000
Franz Sigel,3,-3.1493530230916900,-1.0497843410305600
Franz von Hipper,3,-3.122574884326400,-1.0408582947754700
Franz von Mercy,1,-1.0432114536482800,-1.0432114536482800
Franz von Werneck,1,-1.041787266509830,-1.041787266509830
François Achille Bazaine,3,-2.0313932008206500,-0.6771310669402170
François Anthoine,1,0.419869995157774,0.419869995157774
François Certain Canrobert,3,1.7897985362940400,0.5965995120980140
François Christophe de Kellermann,1,0.941438973859586,0.941438973859586
François Darlan,2,-2.162238224787130,-1.0811191123935600
François Gaston de Lévis,4,1.8034810303056100,0.4508702575764030
François Joseph Lefebvre,2,0.9142562941312560,0.4571281470656280
François Joseph Paul de Grasse,5,-1.2438339767342000,-0.24876679534684000
"François Louis de Rousselet, Marquis de Châteaurenault",3,0.8430491479598030,0.2810163826532680
François Marie d'Aboville,1,0.941413798336674,0.941413798336674
François Mitterrand,1,0.6488159898136540,0.6488159898136540
"François Sébastien Charles Joseph de Croix, Count of Clerfayt",5,-5.171671192233400,-1.0343342384466800
François Séverin Marceau-Desgraviers,1,0.9148541472752700,0.9148541472752700
François Xavier de Schwarz,1,-1.0499842547066600,-1.0499842547066600
François al-Hajj,1,0.9503005827210250,0.9503005827210250
François de Casembroot,1,0.9469062447575080,0.9469062447575080
François de Franquetot de Coigny,1,0.9360587113365700,0.9360587113365700
François de Lorraine,1,-1.1209924299921700,-1.1209924299921700
"François de Neufville, duc de Villeroy",2,-2.084251957208600,-1.0421259786043000
François-Charles de Bourlamaque,1,-1.0485600675682200,-1.0485600675682200
"François-Henri de Montmorency, duc de Luxembourg",5,4.685357016689070,0.9370714033378140
François-Marie Le Marchand de Lignery,1,0.9514082838287040,0.9514082838287040
"François-Marie, 1st duc de Broglie",1,0.9360587113365700,0.9360587113365700
François-Nicolas-Benoît Haxo,1,0.9515662103580560,0.9515662103580560
François-Paul Brueys d'Aigalliers,1,-1.0459883206407100,-1.0459883206407100
"Frederic Thesiger, 2nd Baron Chelmsford",3,0.8511691155924430,0.2837230385308140
Frederic Wake-Walker,1,-1.0478581431523300,-1.0478581431523300
Frederick Augustus I of Saxony,1,-1.094128345563120,-1.094128345563120
Frederick Augustus Rutowsky,1,-1.0402724031665500,-1.0402724031665500
Frederick Benteen,2,-0.09748504352991110,-0.048742521764955500
"Frederick Bianchi, Duke of Casalanza",1,0.9340747079208600,0.9340747079208600
Frederick C. Salomon,1,-1.0489082022020600,-1.0489082022020600
Frederick C. Sherman,1,1.0406246189618700,1.0406246189618700
Frederick Coyett,1,-1.0484331566698800,-1.0484331566698800
Frederick Crocker,1,-1.0505912333133200,-1.0505912333133200
Frederick Dobson Middleton,2,-0.09654856136487540,-0.04827428068243770
Frederick Hambright,1,0.9512816894163980,0.9512816894163980
"Frederick Henry, Prince of Orange",5,4.767814100412160,0.9535628200824310
Frederick I of Denmark,1,-1.0252900739912100,-1.0252900739912100
"Frederick I, Holy Roman Emperor",2,-0.1031966669271390,-0.0515983334635694
Frederick II of Denmark,1,0.9529907139825330,0.9529907139825330
"Frederick II, Duke of Austria",1,-1.0515983334635700,-1.0515983334635700
"Frederick II, Holy Roman Emperor",2,-0.10237411973317900,-0.05118705986658940
"Frederick III, German Emperor",2,1.8855947534304300,0.9427973767152160
Frederick IV of Denmark,1,-0.9580335705288920,-0.9580335705288920
"Frederick IV, Duke of Holstein-Gottorp",1,0.9085903858767160,0.9085903858767160
Frederick Louis of Württemberg-Winnental,1,-1.0357740319252900,-1.0357740319252900
"Frederick Louis, Prince of Hohenlohe-Ingelfingen",1,-1.0102969064486500,-1.0102969064486500
Frederick Moosbrugger,2,1.8921425056983100,0.9460712528491530
"Frederick Roberts, 1st Earl Roberts",2,1.8963872793540100,0.9481936396770040
Frederick Scherger,1,-1.053581911926470,-1.053581911926470
"Frederick Schomberg, 1st Duke of Schomberg",2,1.8597706833865900,0.9298853416932950
Frederick Stanley Maude,2,1.8714844506116100,0.9357422253058040
Frederick Steele,4,3.7861692444227300,0.9465423111056820
Frederick Stopford,1,-1.0484337896419400,-1.0484337896419400
"Frederick VI, Duke of Swabia",2,1.890241582295540,0.9451207911477700
Frederick William III of Prussia,2,0.019916399040703900,0.009958199520351930
"Frederick William, Duke of Brunswick-Wolfenbüttel",1,0.960408575500144,0.960408575500144
"Frederick William, Elector of Brandenburg",3,0.7403559845792610,0.24678532819308700
Frederick the Great,14,8.189264180846230,0.584947441489016
Fredrick Mugisha,1,0.9573582212070990,0.9573582212070990
French Forrest,1,0.9504796283720420,0.9504796283720420
French Navy,1,0.948402211824407,0.948402211824407
Fridolin von Senger und Etterlin,1,-1.0484331566698800,-1.0484331566698800
Friedrich Adolf Riedesel,1,-1.0463446653528600,-1.0463446653528600
Friedrich August von Finck,1,-1.0440026687251900,-1.0440026687251900
Friedrich Baum,1,-1.047990392712840,-1.047990392712840
Friedrich Bonte,1,0.9530048518530330,0.9530048518530330
Friedrich Caspar von Geismar,2,-1.0941376999284000,-0.5470688499642020
Friedrich Freiherr Kress von Kressenstein,5,-3.2291317021625000,-0.6458263404325000
Friedrich Freiherr von Hotze,1,-1.0243805348177200,-1.0243805348177200
Friedrich Graf Kleist von Nollendorf,3,-1.0467150208842300,-0.34890500696141100
Friedrich Paulus,2,-0.04690165192095200,-0.023450825960476000
Friedrich Sixt von Armin,3,1.614266054369850,0.5380886847899510
Friedrich Weber (general),1,0.9663829103001560,0.9663829103001560
Friedrich Wiese,1,-0.9558613091569570,-0.9558613091569570
Friedrich Wilhelm Freiherr von Bülow,1,0.9832151299206530,0.9832151299206530
Friedrich Wilhelm von Jagow,1,-1.044192560343650,-1.044192560343650
Friedrich Wilhelm von Steuben,1,0.941413798336674,0.941413798336674
"Friedrich Wilhelm, Fürst zu Hohenlohe-Kirchberg",1,-1.0376729481098800,-1.0376729481098800
Friedrich Zobel,1,-1.0440026687251900,-1.0440026687251900
Friedrich von Arensdorff,1,-0.9875956952598690,-0.9875956952598690
Friedrich von Spörcken,1,0.9464538604160830,0.9464538604160830
Friedrich von Tiefenbach,1,0.9504588257364070,0.9504588257364070
"Friedrich, Count von Fürstenburg",1,-1.0373564620791100,-1.0373564620791100
Friedrich-Georg Eberhardt,1,0.9389647276714140,0.9389647276714140
Friedrich-Wilhelm Müller,1,0.9524526877302310,0.9524526877302310
Frisians,1,0.951566843330118,0.951566843330118
Fritigern,2,0.9195115222663280,0.45975576113316400
Fritz Bayerlein,1,0.951566843330118,0.951566843330118
Fritz von Below,9,-6.435897777056880,-0.7150997530063200
Frix Michelier,1,-1.1152430766401600,-1.1152430766401600
Fruzhin,1,-1.0553961658327600,-1.0553961658327600
Frédéric-Georges Herr,1,0.5907724517712320,0.5907724517712320
Fu Jian (337–385),1,-1.3237763199220400,-1.3237763199220400
Fu Rong,1,-1.3237763199220400,-1.3237763199220400
Fu Zuoyi,2,-3.0716439210700700,-1.5358219605350300
Fuad Qalaf,1,-1.0515983334635700,-1.0515983334635700
Fugai,1,0.9420719459211170,0.9420719459211170
Fukushima Masanori,1,0.9357422253058040,0.9357422253058040
Fulvia,1,-1.033242143679160,-1.033242143679160
Fyodor Apraksin,1,0.9656621119317540,0.9656621119317540
Fyodor Koriatovych,1,0.9444455911518600,0.9444455911518600
Fyodor Kuznetsov,2,-0.08792103273092990,-0.04396051636546490
Fyodor Mstislavsky,1,0.9578962474594000,0.9578962474594000
Fyodor Radetzky,4,3.7755669623920800,0.9438917405980200
Fínghin Mac Carthaigh,1,0.9515662103580560,0.9515662103580560
Führer,1,-1.0484331566698800,-1.0484331566698800
G.V. Ravipriya,2,1.9030976072527300,0.9515488036263640
Gabaedus,2,-1.2667621394836600,-0.6333810697418280
Gabi Ashkenazi,1,0.8958649854293310,0.8958649854293310
Gabriel Bethlen,1,0.9642259680747140,0.9642259680747140
Gabriel Dumont (Métis leader),3,0.8544606335790340,0.28482021119301100
Gabriel Valencia,1,-1.046218070940550,-1.046218070940550
Gabriel de Luetz,1,0.9659497769335430,0.9659497769335430
Gabriel de Mendizábal Iraeta,1,0.9566303033363380,0.9566303033363380
"Gabriel, comte de Montgomery",1,-0.05729508201735140,-0.05729508201735140
Gaius Atilius Regulus,2,1.826182147851460,0.913091073925732
Gaius Cassius Longinus,3,-2.7921361974127000,-0.9307120658042320
Gaius Claudius Nero,2,1.925995320785100,0.9629976603925490
Gaius Duilius,1,0.936751779251948,0.936751779251948
Gaius Flaminius Nepos,1,-1.038938892232940,-1.038938892232940
Gaius Laelius,1,0.9515662103580560,0.9515662103580560
Gaius Lutatius Catulus,1,0.9228000266651760,0.9228000266651760
Gaius Marius,3,1.8626117313014000,0.6208705771004680
Gaius Pontius,1,0.951566843330118,0.951566843330118
Gaius Scribonius Curio,2,-0.10858690917985700,-0.05429345458992830
Gaius Sosius,1,-0.9997593552196470,-0.9997593552196470
Gaius Suetonius Paulinus,1,0.9484016665364310,0.9484016665364310
Gaius Terentius Varro,1,-0.9581705110536720,-0.9581705110536720
Gaius Vibius Pansa Caetronianus,2,1.876231741073090,0.9381158705365470
Gal Hirsch,1,-1.0484337896419400,-1.0484337896419400
Galba,1,0.9373246554596320,0.9373246554596320
Galeotto I Malatesta,1,0.9074951307300480,0.9074951307300480
Galerius,1,0.9515662103580560,0.9515662103580560
Gall,1,-1.0479270955066900,-1.0479270955066900
Gall (Native American leader),2,-0.09689859491490220,-0.04844929745745110
Gallienus,2,1.884143575356200,0.942071787678102
Galvarino Riveros,1,0.9507035318387200,0.9507035318387200
Gamal Abdel Nasser,2,-1.9419532690754200,-0.9709766345377080
Gamo Yorisato,1,-1.074350514215310,-1.074350514215310
Gamō Ujisato,1,0.8819396000756410,0.8819396000756410
Gan Ning,1,0.9389070856134610,0.9389070856134610
Gan Yanshou,1,0.951566843330118,0.951566843330118
Gang Gam-chan,1,1.017395621243350,1.017395621243350
Gang Hong-rip,1,-1.0110881215255600,-1.0110881215255600
Gang Min-cheom,1,1.017395621243350,1.017395621243350
Gannys,1,0.9547313871517440,0.9547313871517440
Ganymedes (eunuch),1,-1.021808727652790,-1.021808727652790
Gao Xianzhi,1,-1.0167848700793500,-1.0167848700793500
Gar Trinring Tsendro,1,0.8249721145378220,0.8249721145378220
"García Hurtado de Mendoza, 5th Marquis of Cañete",2,1.896544579875500,0.9482722899377510
"García de Toledo Osorio, 4th Marquis of Villafranca",1,0.9534970916317580,0.9534970916317580
"García Álvarez de Toledo, 1st Duke of Alba",1,-0.01894538378134760,-0.01894538378134760
"Garnet Wolseley, 1st Viscount Wolseley",1,0.949639164259711,0.949639164259711
Garnier de Nablus,2,-0.11379156819202700,-0.05689578409601330
Gaspar Graziani,1,-1.0515350362574200,-1.0515350362574200
Gaspard II de Coligny,4,-2.0404431275604800,-0.5101107818901200
Gaspard de Saulx,2,1.8283023177256300,0.9141511588628130
Gaspard de Vallier,1,-1.0497998232863400,-1.0497998232863400
Gaspard-Joseph Chaussegros de Léry,1,0.9514525918730120,0.9514525918730120
"Gaston IV, Viscount of Béarn",2,1.8754482232479700,0.9377241116239860
"Gaston of Foix, Duke of Nemours",1,0.944287348136477,0.944287348136477
Gastone Gambara,1,-1.0373564620791100,-1.0373564620791100
Gavril Radomir of Bulgaria,1,-1.0484331566698800,-1.0484331566698800
Gaza Division,1,0.8958649854293310,0.8958649854293310
Gebhard Leberecht von Blücher,10,-2.170133494657900,-0.2170133494657900
Gedik Ahmed Pasha,1,-0.07964404053493080,-0.07964404053493080
Gelawdewos,1,0.9433298776072220,0.9433298776072220
Gelimer,2,-2.0886383095119200,-1.0443191547559600
Gelo,1,0.8850046630862830,0.8850046630862830
General Headquarters (Pakistan Army),1,-0.932916071926446,-0.932916071926446
General of the branch,1,0.9768854093053400,0.9768854093053400
General officer,8,-0.5551534213547290,-0.06939417766934110
General officer commanding,4,-0.34950351318671900,-0.08737587829667980
Generalfeldmarschall,1,0.8188836070714800,0.8188836070714800
Geng Chong,1,1.073336676170940,1.073336676170940
Genghis Khan,1,0.9515662103580560,0.9515662103580560
Geoffrey I of Vianden,1,0.9756970205419810,0.9756970205419810
Georg Andreas von Rosen,1,-0.04597270619809330,-0.04597270619809330
Georg Carl von Döbeln,3,2.8529589073630500,0.9509863024543500
"Georg Friedrich, Margrave of Baden-Durlach",2,-1.1065441619994800,-0.5532720809997380
Georg Karl Wichura,1,-1.0365652470022000,-1.0365652470022000
Georg Stumme,1,-0.9517409164857220,-0.9517409164857220
Georg von Derfflinger,1,0.9499832080708190,0.9499832080708190
Georg von Frundsberg,3,2.9187456716344400,0.9729152238781470
Georg von Küchler,2,-0.38170437400092200,-0.19085218700046100
Georg von der Marwitz,6,-1.784222873224390,-0.29737047887073100
Georg-Hans Reinhardt,1,-0.8503955801411560,-0.8503955801411560
George A. Porterfield,1,-1.0484081542734500,-1.0484081542734500
George Alan Vasey,1,0.9452368062287740,0.9452368062287740
George Armistead,1,0.9542815553164680,0.9542815553164680
George Armstrong Custer,5,1.7554820924699400,0.35109641849398800
George Augustus Wetherall,1,0.9515286552605050,0.9515286552605050
George Ayscue,1,-1.049818545172450,-1.049818545172450
George B. Crittenden,1,-1.0465662055744000,-1.0465662055744000
George B. McClellan,11,5.327931418224950,0.48435740165681400
George Brett (general),1,-1.0339282875345100,-1.0339282875345100
"George Brydges Rodney, 1st Baron Rodney",3,1.8431929804607000,0.6143976601535660
George Burrows (Indian Army officer),1,-1.0492170925680900,-1.0492170925680900
George Cathcart,1,-0.04874995918667850,-0.04874995918667850
George Croghan (soldier),2,-0.09659476832536720,-0.04829738416268360
George Crook,5,-1.2501902866594700,-0.2500380573318950
George Dewey,2,1.888957579727960,0.9444787898639810
George Downie,1,-1.0417013487108800,-1.0417013487108800
George E. Stratemeyer,1,0.9066862757932700,0.9066862757932700
"George Elphinstone, 1st Viscount Keith",1,0.9521362016994650,0.9521362016994650
George Erskine,1,-1.0484337896419400,-1.0484337896419400
George F. Moore (general),1,-1.0525477915558700,-1.0525477915558700
"George Germain, 1st Viscount Sackville",1,0.9464538604160830,0.9464538604160830
"George Gordon, 1st Marquess of Huntly",1,0.9509335547825560,0.9509335547825560
"George Gordon, 2nd Marquess of Huntly",1,0.9481429888604820,0.9481429888604820
"George Gordon, 4th Earl of Huntly",2,-0.09734167535797420,-0.04867083767898710
"George Goring, 1st Earl of Norwich",1,-1.049066445217440,-1.049066445217440
"George Goring, Lord Goring",1,-0.9795035856224140,-0.9795035856224140
George H. Cameron,1,0.631120869419493,0.631120869419493
George H. W. Bush,2,1.6089276394884100,0.8044638197442070
George Hawi,1,-0.13377386757579600,-0.13377386757579600
George Henry Thomas,5,4.6720475131512500,0.9344095026302500
"George Howe, 3rd Viscount Howe",2,-2.08927128157345,-1.044635640786730
"George I, Earl of March",2,1.9087348564327300,0.9543674282163630
George II of Great Britain,1,0.9401730297365230,0.9401730297365230
George II Šubić of Bribir,1,-1.0484331566698800,-1.0484331566698800
George Izard,1,0.9519463100810060,0.9519463100810060
George Johnstone (Royal Navy officer),1,-0.049152635660385600,-0.049152635660385600
George Kenney,1,1.0406246189618700,1.0406246189618700
George M. Jones,2,1.897752791165160,0.948876395582579
George M. Parker (general),1,-1.0864117968477900,-1.0864117968477900
George MacDonnell,1,0.951401954108089,0.951401954108089
George Madison,1,-1.0481169871251500,-1.0481169871251500
George Meade,11,3.1704235999681800,0.28822032726983500
"George Monck, 1st Duke of Albemarle",5,0.699580787844172,0.1399161575688340
George Monro (British Army officer),1,-1.0476422580790000,-1.0476422580790000
"George Munro, 1st of Culcairn",1,0.9495044822210900,0.9495044822210900
"George Olivier, count of Wallis",1,-1.0610929143865400,-1.0610929143865400
George Palaiologos,2,-0.12471771701920400,-0.06235885850960190
George Pearkes,1,0.9059925384138320,0.9059925384138320
George Pickett,2,-0.09015744245959360,-0.04507872122979680
George Pocock,1,-0.049584133163069300,-0.049584133163069300
George Pomeroy Colley,3,-3.1451684260456200,-1.048389475348540
George Prévost,2,-2.0890693825418500,-1.0445346912709200
"George Ramsay, 9th Earl of Dalhousie",1,0.9740192520619480,0.9740192520619480
George Rogers Clark,1,0.951566843330118,0.951566843330118
George Rooke,2,-0.0981614388198766,-0.0490807194099383
George S. Patton,2,1.8692687319102200,0.9346343659551090
George Sinclair (mercenary),1,-1.0485284189651400,-1.0485284189651400
"George Stanley, 9th Baron Strange",1,0.9553643592132750,0.9553643592132750
George T. Anderson,1,-0.04843315666988210,-0.04843315666988210
"George Talbot, 4th Earl of Shrewsbury",1,0.9553643592132750,0.9553643592132750
George Taylor (British Army officer),1,0.9514652513142420,0.9514652513142420
"George Townshend, 1st Marquess Townshend",1,0.9501739883087180,0.9501739883087180
George V of Hanover,1,0.9575797614286350,0.9575797614286350
George W. Casey Jr.,1,-1.069954523247980,-1.069954523247980
George Washington,13,-0.6575721801509680,-0.05058247539622830
George White (British Army officer),1,0.9476104514595160,0.9476104514595160
George Wootten,1,0.9422301889365000,0.9422301889365000
"George, Duke of Saxony",1,0.9496676106594930,0.9496676106594930
Georges Chreim,1,0.9503005827210250,0.9503005827210250
Georges Maurice Jean Blanchard,1,-1.1750278854621800,-1.1750278854621800
Georges Nader,1,0.9503005827210250,0.9503005827210250
Georges de Pimodan — Wikipédia,1,-1.0452686128482600,-1.0452686128482600
Georgii Stackelberg,1,-1.0349828168483700,-1.0349828168483700
Georgios Hatzianestis,1,-1.0067828667096500,-1.0067828667096500
Georgios Karaiskakis,1,-1.0493829312482100,-1.0493829312482100
Georgiy Zakharov,1,-0.7903040529350210,-0.7903040529350210
Georgy Zhukov,10,5.501616658608910,0.5501616658608910
"Gerald FitzGerald, 15th Earl of Desmond",1,-1.0503707955065800,-1.0503707955065800
Gerald Graham,2,-0.0957592452041457,-0.04787962260207290
Gerald Templer,1,0.8711790750296090,0.8711790750296090
"Gerard Lake, 1st Viscount Lake",5,2.768276673235700,0.5536553346471410
Gerard Muirhead-Gould,1,-0.05116629067290940,-0.05116629067290940
Gerard de Glymes,1,-1.0376460355888200,-1.0376460355888200
Gerard de Ridefort,3,-1.1711817047615400,-0.39039390158718000
Gerard of Florennes,1,-1.0520730625097200,-1.0520730625097200
"Gerard, Duke of Lorraine",1,-1.046534556971320,-1.046534556971320
Gerd von Rundstedt,11,1.3349083828078500,0.1213553075279860
Gerhard Kauffmann,1,0.9663829103001560,0.9663829103001560
Gerhard Wilck,1,-1.0427367246021300,-1.0427367246021300
Germanic kingship,1,0.8882693206909550,0.8882693206909550
Germanicus,1,0.9389070856134610,0.9389070856134610
Ghazi (warrior),1,-1.0528642775866300,-1.0528642775866300
